,promotion_last_5years,Work_accident,satisfaction_level,average_montly_hours,last_evaluation,number_project,department,department_id,time_spend_company,left
4602,0,0,0.84,225,0.93,5,sales,7,4,0
4603,0,0,0.82,205,0.77,4,sales,7,3,0
4604,0,0,0.74,131,0.42,3,sales,7,3,0
4605,0,0,0.21,118,0.39,2,sales,7,4,0
4606,0,0,0.62,187,0.64,5,sales,7,3,0
4607,0,0,0.54,275,0.48,3,sales,7,2,0
4608,0,0,0.55,125,0.97,5,sales,7,4,0
4609,0,1,0.84,270,0.55,4,sales,7,3,0
4610,0,0,0.61,123,0.56,2,sales,7,2,0
4611,0,0,0.64,281,0.53,3,sales,7,3,0
4612,0,0,0.92,223,0.51,3,sales,7,2,0
4613,0,0,0.86,268,0.87,3,sales,7,2,0
4614,0,0,0.7,189,0.72,2,sales,7,3,0
4615,0,0,0.77,225,0.68,3,sales,7,2,0
4616,0,0,0.97,266,0.81,5,sales,7,2,0
4617,0,0,0.7,154,0.69,5,sales,7,2,0
4618,0,1,0.78,142,0.82,4,sales,7,2,0
4619,0,1,0.77,207,0.87,3,sales,7,4,0
4620,0,0,0.66,162,0.53,4,sales,7,3,0
4621,0,1,0.25,287,0.98,6,sales,7,5,0
4622,0,1,0.89,270,0.87,2,sales,7,6,0
4623,0,1,0.15,160,0.66,5,sales,7,4,0
4624,0,0,0.26,113,0.91,6,sales,7,2,0
4625,0,0,0.74,178,0.58,4,sales,7,4,0
4626,0,0,0.52,153,0.83,3,sales,7,2,0
4627,0,0,0.95,255,0.62,4,sales,7,2,0
4628,0,1,0.66,257,0.82,4,sales,7,3,0
4629,0,0,0.79,243,0.66,4,sales,7,3,0
4630,0,0,0.98,179,0.94,3,sales,7,3,0
4631,0,0,0.4,123,0.37,3,sales,7,2,0
4632,0,0,1.0,132,0.68,3,sales,7,2,0
4633,0,0,0.71,134,0.79,3,sales,7,3,0
4634,0,0,0.88,240,0.59,4,sales,7,2,0
4635,0,0,0.55,211,0.55,4,sales,7,4,0
4636,0,1,0.64,156,0.78,5,sales,7,5,0
4637,0,0,0.64,196,0.6,3,sales,7,3,0
4638,0,0,0.87,162,0.54,4,sales,7,2,0
4639,0,0,0.2,218,0.9,3,sales,7,4,0
4640,0,1,0.99,135,0.64,4,sales,7,2,0
4641,0,0,0.96,273,0.7,2,sales,7,3,0
4642,0,0,0.53,241,0.65,3,sales,7,3,0
4643,0,0,0.7,285,0.39,6,sales,7,4,0
4644,0,0,0.68,236,0.61,6,sales,7,3,0
4645,0,0,0.96,222,0.48,4,sales,7,3,0
4646,0,0,0.64,242,0.64,4,sales,7,3,0
4647,0,0,0.86,166,0.65,5,sales,7,3,0
4648,0,0,0.87,172,0.84,3,sales,7,3,0
4649,0,0,0.53,249,0.56,4,sales,7,2,0
4650,0,0,0.72,180,0.98,4,sales,7,2,0
4651,0,0,0.83,197,0.59,4,sales,7,4,0
4652,0,0,0.97,185,0.54,5,sales,7,2,0
4653,0,0,0.92,171,0.76,3,sales,7,2,0
4654,0,0,0.7,205,0.58,3,sales,7,3,0
4655,0,0,0.88,123,0.58,2,sales,7,4,0
4656,0,0,0.55,158,0.99,3,sales,7,3,0
4657,0,0,0.89,223,0.86,3,sales,7,2,0
4658,0,0,0.58,252,0.69,3,sales,7,3,0
4659,0,0,0.58,143,0.96,5,sales,7,2,0
4660,0,0,0.34,131,0.88,5,sales,7,6,0
4661,0,1,0.54,206,0.65,5,sales,7,4,0
4662,0,0,0.59,210,0.54,4,sales,7,3,0
4663,0,0,0.88,262,0.96,4,sales,7,3,0
4664,0,0,0.72,147,0.69,4,sales,7,3,0
4665,0,0,0.79,259,0.75,4,sales,7,3,0
4666,0,0,0.51,174,0.73,4,sales,7,3,0
4667,0,0,0.84,150,0.84,3,sales,7,4,0
4668,0,0,0.95,219,0.67,4,sales,7,2,0
4669,0,0,0.58,178,0.88,5,sales,7,4,0
4670,0,1,0.69,269,0.98,3,sales,7,3,0
4671,0,1,0.17,205,0.64,6,sales,7,5,0
4672,0,1,0.81,232,0.72,3,sales,7,3,0
4673,0,0,0.41,193,0.5,3,sales,7,3,0
4674,0,0,0.61,195,0.77,4,sales,7,2,0
4675,0,0,0.62,151,0.82,5,sales,7,5,0
4676,0,1,0.74,137,0.75,2,sales,7,3,0
4677,0,0,0.81,198,0.5,3,sales,7,3,0
4678,0,0,0.2,190,0.82,4,sales,7,5,0
4679,0,0,0.51,206,0.91,4,sales,7,3,0
4680,0,0,0.55,238,0.99,4,sales,7,3,0
4681,0,1,0.45,193,0.41,3,sales,7,2,0
4682,0,0,0.91,176,0.61,4,sales,7,3,0
4683,0,0,0.73,121,0.59,6,sales,7,5,0
4684,0,0,0.98,145,0.88,4,sales,7,2,0
4685,0,1,0.62,212,0.65,4,sales,7,3,0
4686,0,0,0.57,198,0.62,3,sales,7,4,0
4687,0,1,0.99,189,0.57,3,sales,7,4,0
4688,0,0,0.82,200,0.68,2,sales,7,3,0
4689,0,0,0.24,217,0.81,4,sales,7,5,0
4690,0,0,0.84,245,0.73,5,sales,7,3,0
4691,0,0,0.9,260,0.55,3,sales,7,3,0
4692,0,0,0.13,206,0.73,5,sales,7,5,0
4693,0,0,0.6,249,0.67,3,sales,7,2,0
4694,0,0,0.82,148,0.73,3,sales,7,4,0
4695,0,0,0.89,141,0.51,4,sales,7,3,0
4696,0,0,0.67,220,0.83,3,sales,7,3,0
4697,0,0,1.0,140,0.49,4,sales,7,3,0
4698,0,1,0.67,194,0.44,4,sales,7,2,0
4699,0,0,0.2,228,0.98,2,sales,7,3,0
4700,0,0,0.71,238,0.87,4,sales,7,3,0
4701,0,0,0.65,207,0.91,3,sales,7,3,0
4702,0,0,0.82,164,0.82,4,sales,7,2,0
4703,0,0,0.48,224,0.89,3,sales,7,3,0
4704,0,0,0.96,201,0.9,4,sales,7,3,0
4705,0,0,0.52,171,0.63,3,sales,7,2,0
4706,0,0,0.24,131,0.78,5,sales,7,5,0
4707,0,0,0.92,239,0.95,6,sales,7,4,0
4708,0,1,0.66,202,0.89,3,sales,7,3,0
4709,0,1,0.93,137,0.68,3,sales,7,3,0
4710,0,0,0.77,153,0.59,4,sales,7,3,0
4711,0,1,0.6,219,0.48,4,sales,7,4,0
4712,0,1,0.78,194,0.49,3,sales,7,3,0
4713,0,0,0.6,228,0.53,4,sales,7,3,0
4714,0,0,0.82,174,0.76,3,sales,7,3,0
4715,0,0,0.65,164,0.66,3,sales,7,2,0
4716,0,0,0.81,142,0.56,3,sales,7,3,0
4717,0,1,0.58,181,0.53,4,sales,7,3,0
4718,0,0,0.14,207,0.57,4,sales,7,5,0
4719,0,0,0.15,167,0.37,2,sales,7,3,0
4720,0,0,0.98,243,0.51,3,sales,7,2,0
4721,0,0,0.91,231,0.5,4,sales,7,3,0
4722,0,1,0.86,250,0.71,4,sales,7,3,0
4723,0,0,0.56,145,0.63,3,sales,7,2,0
4724,0,0,0.58,190,0.77,4,sales,7,6,0
4725,0,0,0.54,128,0.64,2,sales,7,2,0
4726,0,1,0.59,254,0.99,5,sales,7,3,0
4727,0,1,0.92,145,0.88,3,sales,7,4,0
4728,0,0,0.82,246,0.8,4,sales,7,3,0
4729,0,0,0.86,246,0.68,5,sales,7,2,0
4730,0,0,0.66,236,0.77,5,sales,7,3,0
4731,0,0,0.85,234,0.66,3,sales,7,3,0
4732,0,0,0.8,247,0.6,3,sales,7,2,0
4733,0,0,0.99,154,0.61,3,sales,7,3,0
4734,0,0,0.92,174,0.56,3,sales,7,3,0
4735,0,0,0.78,264,0.57,4,sales,7,3,0
4736,0,0,0.58,175,0.98,3,sales,7,3,0
4737,0,1,0.91,210,0.88,5,sales,7,2,0
4738,0,0,0.92,212,0.75,4,sales,7,3,0
4739,0,0,0.36,97,0.66,4,sales,7,2,0
4740,0,0,0.55,214,0.53,4,sales,7,3,0
4741,0,0,0.95,244,0.96,4,sales,7,3,0
4742,0,0,0.5,246,0.67,3,sales,7,3,0
4743,0,0,0.42,115,0.73,3,sales,7,6,0
4744,0,0,0.75,237,0.68,3,sales,7,5,0
4745,0,0,0.88,146,0.7,4,sales,7,4,0
4746,0,0,0.53,159,0.63,5,sales,7,4,0
4747,0,0,0.84,246,0.4,4,sales,7,3,0
4748,0,0,0.49,226,0.93,3,sales,7,3,0
4749,0,0,0.71,261,0.91,3,sales,7,3,0
4750,0,0,0.83,242,0.64,4,sales,7,2,0
4751,0,0,0.88,177,0.93,4,sales,7,3,0
4752,0,0,0.87,144,0.53,4,sales,7,3,0
4753,0,0,0.43,221,0.82,2,sales,7,5,0
4754,0,0,0.64,167,0.67,5,sales,7,2,0
4755,0,0,0.66,192,1.0,4,sales,7,2,0
4756,0,0,0.83,195,0.9,4,sales,7,3,0
4757,0,0,0.89,261,0.86,3,sales,7,4,0
4758,0,0,0.94,199,0.61,4,sales,7,3,0
4759,0,0,0.24,160,0.85,4,sales,7,5,0
4760,0,0,0.69,177,0.8,3,sales,7,4,0
4761,0,1,0.45,179,0.46,3,sales,7,2,0
4762,0,0,0.78,161,0.93,4,sales,7,3,0
4763,0,0,0.91,279,0.38,5,sales,7,5,0
4764,0,1,0.63,246,0.65,4,sales,7,6,0
4765,0,0,0.71,199,0.8,4,sales,7,2,0
4766,0,0,0.73,161,0.69,3,sales,7,3,0
4767,0,0,0.69,219,0.52,5,sales,7,3,0
4768,0,0,0.52,162,0.57,5,sales,7,3,0
4769,0,0,0.78,258,0.66,4,sales,7,3,0
4770,0,0,0.94,269,0.69,3,sales,7,3,0
4771,0,0,0.55,201,0.73,4,sales,7,3,0
4772,0,1,0.43,278,0.38,2,sales,7,3,0
4773,0,0,0.77,147,0.66,3,sales,7,2,0
4774,0,0,0.57,151,0.75,4,sales,7,2,0
4775,0,1,0.14,273,0.73,5,sales,7,4,0
4776,0,0,0.2,162,0.54,5,sales,7,6,0
4777,0,0,0.9,141,0.97,3,sales,7,3,0
4778,0,0,0.51,268,0.96,5,sales,7,4,0
4779,0,1,0.63,176,0.77,3,sales,7,2,0
4780,0,1,0.83,223,0.88,3,sales,7,3,0
4781,0,1,0.67,218,0.72,4,sales,7,2,0
4782,0,0,0.96,228,0.52,4,sales,7,3,0
4783,0,0,0.69,204,0.75,3,sales,7,3,0
4784,0,0,0.69,148,0.9,4,sales,7,2,0
4785,0,0,0.64,221,0.94,3,sales,7,2,0
4786,0,0,0.62,271,0.48,4,sales,7,3,0
4787,0,0,0.55,191,0.75,3,sales,7,3,0
4788,0,0,0.98,223,0.51,4,sales,7,2,0
4789,0,1,0.83,250,0.78,5,sales,7,2,0
4790,0,0,0.73,230,0.77,3,sales,7,2,0
4791,0,0,0.58,226,0.86,3,sales,7,2,0
4792,0,0,0.52,182,0.67,4,sales,7,3,0
4793,0,0,0.91,195,0.7,3,sales,7,3,0
4794,0,0,0.75,195,0.64,3,sales,7,3,0
4795,0,0,0.26,241,0.47,3,sales,7,4,0
4796,0,0,0.57,203,0.96,5,sales,7,4,0
4797,0,1,0.14,257,0.99,3,sales,7,4,0
4798,0,0,0.94,201,0.62,5,sales,7,2,0
4799,0,0,0.3,124,0.58,2,sales,7,3,0
4800,0,0,0.29,175,0.43,6,sales,7,3,0
4801,0,0,0.82,161,0.75,3,sales,7,3,0
4802,0,1,0.62,183,0.75,4,sales,7,4,0
4803,0,0,0.64,262,0.99,5,sales,7,5,0
4804,0,0,0.17,184,0.52,4,sales,7,4,0
4805,0,0,0.75,207,0.56,3,sales,7,3,0
4806,0,0,0.49,185,0.73,4,sales,7,3,0
4807,0,0,0.84,180,0.58,4,sales,7,2,0
4808,0,1,0.48,224,0.96,4,sales,7,2,0
4809,0,0,0.54,184,0.53,3,sales,7,3,0
4810,0,1,0.76,252,0.99,5,sales,7,3,0
4811,0,0,0.77,196,0.84,4,sales,7,3,0
4812,0,0,0.95,203,0.97,4,sales,7,2,0
4813,0,0,0.72,181,0.83,4,sales,7,3,0
4814,0,1,0.99,229,0.81,4,sales,7,2,0
4815,0,0,0.14,215,0.63,6,sales,7,5,0
4816,0,0,0.15,213,0.69,6,sales,7,6,0
4817,0,0,0.52,198,0.82,4,sales,7,4,0
4818,0,1,0.27,121,0.55,5,sales,7,3,0
4819,0,0,0.97,212,0.96,3,sales,7,3,0
4820,0,0,0.52,271,0.93,2,sales,7,3,0
4821,0,0,0.98,186,0.89,3,sales,7,2,0
4822,0,0,0.96,265,0.95,4,sales,7,2,0
4823,0,0,0.28,151,0.92,3,sales,7,3,0
4824,0,0,0.65,206,0.55,5,sales,7,3,0
4825,0,1,0.59,153,0.63,4,sales,7,3,0
4826,0,1,0.64,267,0.48,4,sales,7,2,0
4827,0,0,0.71,161,0.48,3,sales,7,3,0
4828,0,0,0.83,149,0.84,2,sales,7,3,0
4829,0,1,0.95,269,0.94,2,sales,7,4,0
4830,0,0,0.73,248,0.49,3,sales,7,3,0
4831,0,0,0.81,243,0.75,4,sales,7,2,0
4832,0,0,0.71,207,0.44,2,sales,7,4,0
4833,0,0,0.8,111,0.56,6,sales,7,6,0
4834,0,1,0.77,159,0.73,4,sales,7,3,0
4835,0,0,0.89,260,0.96,5,sales,7,3,0
4836,0,0,0.83,218,0.62,4,sales,7,3,0
4837,0,0,0.72,217,0.7,4,sales,7,3,0
4838,0,0,0.7,212,0.74,3,sales,7,3,0
4839,0,0,1.0,189,0.89,3,sales,7,3,0
4840,0,0,0.57,158,0.66,4,sales,7,2,0
4841,0,0,0.55,168,0.54,5,sales,7,2,0
4842,0,0,0.47,134,0.7,4,sales,7,3,0
4843,0,1,0.95,213,0.77,4,sales,7,3,0
4844,0,0,0.29,149,0.57,5,sales,7,3,0
4845,0,0,0.71,201,0.5,3,sales,7,2,0
4846,0,0,0.89,146,0.68,4,sales,7,3,0
4847,0,0,0.81,212,0.97,4,sales,7,2,0
4848,0,0,0.72,140,0.64,4,sales,7,2,0
4849,0,0,1.0,156,0.85,4,sales,7,3,0
4850,0,0,0.79,163,0.49,4,sales,7,3,0
4851,0,0,0.69,154,0.84,3,sales,7,2,0
4852,0,0,0.97,218,0.66,4,sales,7,3,0
4853,0,0,0.61,157,0.59,3,sales,7,2,0
4854,0,0,0.51,164,0.41,2,sales,7,4,0
4855,0,0,0.47,215,0.39,6,sales,7,5,0
4856,0,0,0.49,172,0.83,3,sales,7,2,0
4857,0,0,0.92,264,0.62,3,sales,7,2,0
4858,0,0,0.24,158,0.39,5,sales,7,2,0
4859,0,0,0.61,142,0.58,4,sales,7,4,0
4860,0,0,0.83,137,0.89,4,sales,7,3,0
4861,0,0,0.88,275,0.66,4,sales,7,3,0
4862,0,0,0.61,245,0.55,3,sales,7,3,0
4863,0,0,0.68,165,0.54,4,sales,7,4,0
4864,0,1,0.51,142,0.7,4,sales,7,4,0
4865,0,0,0.88,215,0.58,4,sales,7,2,0
4866,0,0,0.94,240,0.84,5,sales,7,3,0
4867,0,0,0.58,255,0.88,4,sales,7,3,0
4868,0,0,0.63,265,0.98,4,sales,7,3,0
4869,0,0,0.81,285,0.49,4,sales,7,4,0
4870,0,0,0.61,238,0.86,3,sales,7,2,0
4871,0,0,0.65,137,0.63,3,sales,7,3,0
4872,0,0,0.67,270,0.63,3,sales,7,5,0
4873,0,1,0.64,145,0.62,4,sales,7,3,0
4874,0,0,0.96,135,0.78,3,sales,7,3,0
4875,0,0,0.75,154,0.53,3,sales,7,2,0
4876,0,0,0.73,160,0.99,3,sales,7,3,0
4877,0,0,0.98,139,0.84,3,sales,7,2,0
4878,0,0,0.8,251,0.84,3,sales,7,3,0
4879,0,1,0.18,176,0.48,4,sales,7,4,0
4880,0,0,0.37,163,0.72,2,sales,7,3,0
4881,0,0,0.97,257,0.86,3,sales,7,4,0
4882,0,0,0.56,159,0.68,4,sales,7,3,0
4883,0,0,0.32,183,0.65,2,sales,7,3,0
4884,0,0,0.63,260,0.88,4,sales,7,2,0
4885,0,0,0.36,151,0.78,6,sales,7,3,0
4886,0,1,0.75,246,0.49,4,sales,7,3,0
4887,0,1,0.42,160,0.86,3,sales,7,4,0
4888,0,0,0.96,155,0.66,3,sales,7,2,0
4889,0,0,0.62,250,0.78,5,sales,7,6,0
4890,0,0,0.78,174,0.96,2,sales,7,3,0
4891,0,0,0.93,262,0.89,3,sales,7,2,0
4892,0,0,0.93,257,0.87,4,sales,7,2,0
4893,0,0,0.45,140,0.42,4,sales,7,2,0
4894,0,1,0.87,237,0.84,4,sales,7,3,0
4895,0,0,0.72,138,0.59,5,sales,7,2,0
4896,0,1,0.86,234,0.91,4,sales,7,3,0
4897,0,0,0.69,141,0.67,4,sales,7,3,0
4898,0,1,0.5,266,0.65,4,sales,7,3,0
4899,0,0,0.62,134,0.68,3,sales,7,2,0
4900,0,0,0.76,147,0.55,4,sales,7,3,0
4901,0,0,0.97,237,0.88,4,sales,7,4,0
4902,0,0,0.78,114,0.57,5,sales,7,4,0
4903,0,1,0.81,166,0.89,4,sales,7,2,0
4904,0,1,0.15,173,0.95,4,sales,7,5,0
4905,0,1,0.72,205,0.5,3,sales,7,3,0
4906,0,0,0.8,219,0.5,3,sales,7,3,0
4907,0,0,0.76,173,0.74,3,sales,7,2,0
4908,0,0,0.19,231,0.73,4,sales,7,3,0
4909,0,0,0.75,133,0.75,5,sales,7,2,0
4910,0,0,0.94,220,0.49,4,sales,7,3,0
4911,0,0,0.93,158,0.59,5,sales,7,3,0
4912,0,0,0.96,182,0.92,3,sales,7,4,0
4913,0,0,0.14,275,0.57,6,sales,7,5,0
4914,0,0,0.68,243,0.65,3,sales,7,2,0
4915,0,0,0.95,263,0.86,2,sales,7,4,0
4916,0,0,0.87,143,0.67,5,sales,7,3,0
4917,0,1,0.22,160,0.53,5,sales,7,4,0
4918,0,1,0.95,142,0.65,5,sales,7,2,0
4919,0,0,0.18,169,0.5,4,sales,7,4,0
4920,0,0,0.87,214,0.63,5,sales,7,3,0
4921,0,0,0.23,131,0.84,5,sales,7,5,0
4922,0,0,0.93,213,0.69,3,sales,7,4,0
4923,0,0,0.58,244,0.75,4,sales,7,4,0
4924,0,1,0.68,169,0.55,4,sales,7,3,0
4925,0,0,0.76,156,0.71,4,sales,7,3,0
4926,0,0,0.68,161,0.84,5,sales,7,3,0
4927,0,0,0.99,152,0.47,3,sales,7,5,0
4928,0,0,0.64,201,0.55,3,sales,7,2,0
4929,0,1,0.61,269,0.83,5,sales,7,5,0
4930,0,0,0.51,242,0.5,5,sales,7,2,0
4931,0,0,0.69,113,0.66,3,sales,7,4,0
4932,0,0,0.85,251,0.6,3,sales,7,2,0
4933,0,0,0.55,99,0.89,6,sales,7,3,0
4934,0,0,0.34,265,0.52,6,sales,7,6,0
4935,0,0,0.87,244,0.79,3,sales,7,3,0
4936,0,0,0.9,162,0.52,3,sales,7,2,0
4937,0,0,0.51,234,0.63,3,sales,7,2,0
4938,0,0,0.62,168,0.71,4,sales,7,2,0
4939,0,0,0.47,120,0.43,3,sales,7,3,0
4940,0,0,0.59,274,0.94,5,sales,7,2,0
4941,0,0,0.87,202,0.62,4,sales,7,3,0
4942,0,0,0.59,209,0.97,3,sales,7,3,0
4943,0,0,0.87,224,0.71,6,sales,7,6,0
4944,0,0,0.89,168,0.93,3,sales,7,2,0
4945,0,0,0.73,227,0.68,4,sales,7,3,0
4946,0,0,0.79,217,0.98,3,sales,7,3,0
4947,0,1,0.8,205,0.74,2,sales,7,3,0
4948,0,0,0.73,223,0.89,5,sales,7,3,0
4949,0,1,0.96,175,0.9,3,sales,7,3,0
4950,0,0,0.66,175,0.96,3,sales,7,2,0
4951,0,0,0.53,254,0.97,4,sales,7,3,0
4952,0,0,0.86,215,0.56,5,sales,7,2,0
4953,0,0,0.92,166,0.86,3,sales,7,4,0
4954,0,1,0.5,220,0.83,2,sales,7,2,0
4955,0,0,0.82,163,0.74,3,sales,7,2,0
4956,0,0,0.42,151,0.5,2,sales,7,3,0
4957,0,0,0.51,137,0.79,3,sales,7,3,0
4958,0,1,0.63,158,0.78,2,sales,7,5,0
4959,0,0,0.43,102,0.81,3,sales,7,3,0
4960,0,0,0.5,256,0.49,5,sales,7,3,0
4961,0,0,0.81,203,0.87,4,sales,7,2,0
4962,0,1,0.63,177,0.7,5,sales,7,2,0
4963,0,0,0.86,197,0.7,4,sales,7,3,0
4964,0,0,0.92,202,0.91,3,sales,7,2,0
4965,0,0,0.72,229,0.78,3,sales,7,2,0
4966,0,0,0.78,181,0.63,4,sales,7,2,0
4967,0,0,0.76,254,0.65,3,sales,7,2,0
4968,0,0,0.84,162,0.63,2,sales,7,3,0
4969,0,0,0.78,102,0.54,4,sales,7,3,0
4970,0,0,0.57,197,0.59,4,sales,7,3,0
4971,0,0,0.15,98,0.42,3,sales,7,3,0
4972,0,0,0.69,232,0.77,3,sales,7,2,0
4973,0,1,0.73,252,0.6,3,sales,7,4,0
4974,0,1,0.65,201,0.79,3,sales,7,3,0
4975,0,0,0.54,163,0.87,4,sales,7,3,0
4976,0,0,0.6,180,0.73,2,sales,7,2,0
4977,0,0,0.72,243,0.67,3,sales,7,3,0
4978,0,0,0.97,213,0.49,4,sales,7,2,0
4979,0,0,0.99,273,0.89,3,sales,7,2,0
4980,0,0,0.75,195,0.93,4,sales,7,3,0
4981,0,0,0.84,246,0.98,4,sales,7,3,0
4982,0,1,0.76,196,0.5,3,sales,7,3,0
4983,0,1,0.96,205,0.51,5,sales,7,2,0
4984,0,0,0.12,287,0.81,4,sales,7,6,0
4985,0,0,0.54,211,0.79,3,sales,7,3,0
4986,0,0,0.69,261,0.98,3,sales,7,4,0
4987,0,0,0.77,204,0.71,5,sales,7,3,0
4988,0,0,0.96,163,0.86,2,sales,7,3,0
4989,0,0,0.53,162,0.62,4,sales,7,2,0
4990,0,1,0.54,259,0.72,4,sales,7,2,0
4991,0,0,0.89,151,0.64,4,sales,7,5,0
4992,0,0,0.52,266,0.84,2,sales,7,2,0
4993,0,1,0.29,110,0.65,5,sales,7,5,0
4994,0,0,0.8,245,0.53,3,sales,7,3,0
4995,0,0,0.18,209,0.67,5,sales,7,4,0
4996,0,0,0.58,184,0.5,5,sales,7,4,0
4997,0,0,0.63,229,0.67,4,sales,7,3,0
4998,0,1,0.68,180,0.81,3,sales,7,2,0
4999,0,0,0.91,135,0.98,5,sales,7,3,0
5000,0,0,0.95,174,0.94,3,sales,7,3,0
5001,0,0,0.89,278,0.76,2,sales,7,2,0
5002,0,0,0.76,197,0.76,3,sales,7,2,0
5003,0,0,0.96,157,0.72,3,sales,7,3,0
5004,0,0,0.78,156,0.63,4,sales,7,3,0
5005,0,0,0.98,186,0.9,3,sales,7,4,0
5006,0,0,0.76,217,0.42,3,sales,7,2,0
5007,0,0,0.63,192,0.49,5,sales,7,2,0
5008,0,0,0.39,127,0.37,3,sales,7,3,0
5009,0,0,0.91,257,0.67,3,sales,7,2,0
5010,0,0,0.8,229,0.8,4,sales,7,4,0
5011,0,1,0.89,274,0.64,4,sales,7,2,0
5012,0,0,0.75,196,0.41,5,sales,7,4,0
5013,0,0,0.94,137,0.85,3,sales,7,3,0
5014,0,0,0.27,213,0.61,3,sales,7,6,0
5015,0,0,0.71,137,0.72,4,sales,7,3,0
5016,0,0,0.85,189,0.66,5,sales,7,3,0
5017,0,1,0.87,229,0.91,3,sales,7,3,0
5018,0,1,0.86,199,0.93,3,sales,7,3,0
5019,0,0,0.49,250,0.85,3,sales,7,2,0
5020,0,0,0.99,263,0.59,5,sales,7,3,0
5021,0,1,0.75,268,0.95,3,sales,7,3,0
5022,0,0,0.61,187,0.64,3,sales,7,2,0
5023,0,0,0.89,196,0.84,6,sales,7,4,0
5024,0,0,0.77,232,0.7,4,sales,7,3,0
5025,0,0,0.7,226,0.79,3,sales,7,4,0
5026,0,0,0.5,96,0.58,4,sales,7,3,0
5027,0,0,0.61,133,1.0,4,sales,7,4,0
5028,0,0,0.98,214,0.53,4,sales,7,2,0
5029,0,0,0.61,252,0.77,4,sales,7,2,0
5030,0,0,0.85,199,0.56,3,sales,7,4,0
5031,0,0,0.42,150,0.85,3,sales,7,3,0
5032,0,0,0.56,141,0.75,4,sales,7,3,0
5033,0,0,0.88,239,0.8,4,sales,7,3,0
5034,0,1,0.72,163,0.7,3,sales,7,3,0
5035,0,0,0.15,121,0.8,5,sales,7,5,0
5036,0,0,0.6,203,0.5,5,sales,7,3,0
5037,0,0,0.38,151,0.51,3,sales,7,2,0
5038,0,0,0.81,239,0.77,4,sales,7,3,0
5039,0,0,0.75,166,0.53,3,sales,7,3,0
5040,0,0,0.52,268,0.92,3,sales,7,3,0
5041,0,0,0.51,196,1.0,5,sales,7,4,0
5042,0,0,0.66,241,0.62,4,sales,7,3,0
5043,0,0,0.8,251,0.87,5,sales,7,3,0
5044,0,0,0.85,263,0.69,3,sales,7,3,0
5045,0,1,0.77,224,0.73,3,sales,7,2,0
5046,0,0,0.29,138,0.4,4,sales,7,4,0
5047,0,0,0.15,167,0.67,6,sales,7,6,0
5048,0,0,0.73,266,0.83,5,sales,7,5,0
5049,0,0,0.55,116,0.74,2,sales,7,3,0
5050,0,0,0.2,160,0.69,2,sales,7,4,0
5051,0,1,0.56,144,0.68,3,sales,7,3,0
5052,0,0,0.55,190,0.54,3,sales,7,3,0
5053,0,0,0.9,175,0.49,6,sales,7,4,0
5054,0,0,0.96,183,0.81,4,sales,7,3,0
5055,0,0,0.86,158,0.9,3,sales,7,2,0
5056,0,0,0.67,210,0.76,2,sales,7,2,0
5057,0,0,0.9,247,0.59,3,sales,7,2,0
5058,0,0,0.52,156,0.8,3,sales,7,3,0
5059,0,0,0.57,202,0.89,3,sales,7,2,0
5060,0,0,0.55,157,0.83,3,sales,7,2,0
5061,0,0,0.2,258,0.83,4,sales,7,4,0
5062,0,0,0.89,176,0.66,4,sales,7,3,0
5063,0,0,0.15,214,0.56,4,sales,7,5,0
5064,0,0,0.8,212,0.6,3,sales,7,3,0
5065,0,1,0.55,271,0.48,4,sales,7,6,0
5066,0,0,0.53,281,0.64,5,sales,7,4,0
5067,0,0,0.62,204,0.77,3,sales,7,4,0
5068,0,0,1.0,112,0.58,3,sales,7,2,0
5069,0,0,0.31,120,0.75,3,sales,7,4,0
5070,0,0,0.62,134,0.51,5,sales,7,3,0
5071,0,0,0.73,222,0.61,5,sales,7,3,0
5072,0,0,0.52,203,0.61,3,sales,7,3,0
5073,0,0,0.33,239,0.65,2,sales,7,5,0
5074,0,0,0.64,269,0.52,3,sales,7,2,0
5075,0,0,0.88,235,0.81,4,sales,7,6,0
5076,0,0,0.52,136,0.99,3,sales,7,3,0
5077,0,0,0.95,210,0.81,5,sales,7,4,0
5078,0,0,0.96,230,0.62,5,sales,7,2,0
5079,0,0,0.98,186,0.58,5,sales,7,3,0
5080,0,0,0.51,271,0.51,2,sales,7,3,0
5081,0,0,1.0,105,0.63,2,sales,7,2,0
5082,0,0,0.97,147,0.67,2,sales,7,2,0
5083,0,0,0.79,177,0.56,4,sales,7,3,0
5084,0,0,0.64,135,0.45,3,sales,7,6,0
5085,0,0,0.84,243,0.76,5,sales,7,3,0
5086,0,0,0.94,166,0.57,3,sales,7,4,0
5087,0,0,0.7,194,0.79,4,sales,7,3,0
5088,0,0,0.64,201,1.0,4,sales,7,2,0
5089,0,0,0.56,248,0.88,4,sales,7,2,0
5090,0,0,0.32,111,0.81,5,sales,7,4,0
5091,0,0,0.75,174,0.72,5,sales,7,3,0
5092,0,1,0.78,241,0.58,3,sales,7,3,0
5093,0,0,0.7,173,0.49,4,sales,7,3,0
5094,0,0,0.13,210,0.48,3,sales,7,3,0
5095,0,1,0.53,268,0.85,5,sales,7,3,0
5096,0,0,0.41,135,0.48,3,sales,7,3,0
5097,0,1,0.9,201,0.64,4,sales,7,2,0
5098,0,0,0.67,171,0.9,5,sales,7,3,0
